text,label
"The subordinate judge held that the widow took under the will a limited life, interest, and not an absolute estate or even a widow's estate under Hindu law, and that the daughter got there under a vested interest in the properties to which the plaintiff succeeded on her death",1
In view of this finding he granted the plaintiff a declaratory decree to the effect that the first defendant had only an estate for life in the suit properties and that the alienations made by her would not endure beyond her lifetime,1
The question as to the validity of the alienations was left undetermined,0
The unsuccessful defendants preferred an appeal against this decree to the High Court of Judicature at Madras,0
"During the pendency of the appeal the widow died on 14th February, 1948",0
The High Court by its judgment under appeal affirmed the decision of the trial judge and maintained his view on the construction of the will,0
"Leave to appeal to the Supreme Court was granted and the appeal was admitted on the 27th November, 1951",0
The substantial question to decide in the appeal is whether the estate granted by the testator to his widow was a fall woman's estate under Hindu law or merely a limited life estate in the English sense of that expression,5
"It was not contested before us that a Hindu can by will create a life estate, or successive life estates, or any other estate for a limited term, provided the donee or the persons taking under it are capable of taking under a deed or will",5
"The decision of the appeal thus turns upon the question whether the testator's intention was to give to his widow ail ordinary life, estate or an estate analogous to that of a Hindu widow",5
"At one time it was a moot point whether a Hindu widow's estate could be created by will, it being an estate created by law, but it is now settled that a Hindu can confer by means of a will oil his widow the same estate which she would get by inheritance",5
The widow in such a case takes as a demise and not as an heir,5
"The court's primary duty in such cases is to ascertain from the language employed by the testator ""what were his intentions"", keeping in view the surrounding circumstances, his ordinary notions as a Hindu in respect to devolution of his property, his family relationships etc",5
"in other words, to ascertain his wishes by putting itself, so to say, in his armchair",5
"Considering the will in the light of these principles,it seems to us that Lakshminarayan Iyer intended by his will to direct that his entire properties should be enjoyed by his widow during her lifetime but her interest in these properties should come to an end on her death, that all these properties in their entirety should thereafter be enjoyed as absolute owners by his daughter and her heirs with powers of alienation, gift, exchange and sale from generation to generation",5
"He wished to make his daughter a fresh stock of descent so that her issue, male or female, may have the benefit of his property",5
They were the real persons whom he earmarked with certainty as the ultimate recipients of his bounty,5
"In express terms he conferred on his daughter powers of alienation byway of gift, exchange, sale, but in sharp contrast to this, on his widow he conferred no such powers",5
The direction to her was that she should enjoy the entire properties including the outstandings etc,5
and these shall thereafter pass to her daughters,5
"Though no restraint in express terms was put on her powers of alienation in case of necessity, even that limited power was not given to her in express terms",5
"If the testator had before his mind's eye his daughter and her heirs as the ultimate beneficiaries of his bounty, that intention could only be achieved by giving to the widow a limited estate, because by conferring a full Hindu widow's estate on her the daughter will, only have a mere spes successions under the Hindu law which may or may not mature and under the will her interest would Only be a contingent one in what was left indisposed of by the widow",5
It is significant that the testator did not say in the will that the daughter will enjoy only the properties left indisposed of by the widow,5
"The extent of the grant, so far as the properties mentioned in the schedule are concerned, to the daughter and the widow is the same",5
Just as the widow was directed to enjoy tile entire properties mentioned in the schedule during her lifetime in like manner the daughter and her heirs were also directed to enjoy the same properties with absolute rights from generation to generation,5
They could not enjoy the same properties in the manner directed if the widow had a full Hindu widow's estate and had the power for any purpose to dispose of them and did so,5
"If that was the intention, the testator would clearly have said that the daughter would only take the properties remaining after the death of the widow",5
"The widow cannot be held to have been given a full Hindu widow's estate under the will unless it can be said that under its terms she was given the power of alienation for necessary purposes, whether in express terms or by necessary implication",5
"As above pointed out, admittedly power of alienation in express terms was not conferred on her",5
"It was argued that such a power was implicit within the acts she was authorized to do, that is to say, when she was directed to pay the debts and settle the maintenance of Ramalakshmi it was implicit within these directions that for these purposes, if necessity arose, she could alienate the properties",2
This suggestion in the surrounding circumstances attending the execution of this will cannot be sustained,6
The properties disposed of by the will and mentioned in the schedule were considerable in extent and it seems that they fetched sufficient income to enable the widow to fulfil the obligations under the will,5
Indeed we find that within four years of the death of the testator the widow was able to pay a lump sum of Rs,5
"3,350 in cash to the daughter-in-law without alienating any part of the immovable properties and presumably by this time she had discharged all the debts",5
"It is not shown that she alienated a single item of immovable property till the year 1945, a period of over 21 years after the death of her husband, excepting one, which she alienated in the year 1937 to raise a sum of Rs",5
"1,000 in order to buy some land",5
By this transaction she substituted one property by another,5
"For the purpose of her maintenance, for payment of debts etc., and for settling the claim of the daughter-in-law she does not appear to have felt any necessity to make any alienation of any part of the estate mentioned in the schedule and the testator in all likelihood knew that she could fulfil these obligations without having recourse to alienations and hence he did not give her any power to do so",5
In this situation the inference that the testator must have of necessity intended to confer on the widow power of alienation for those limited purposes cannot be raised,5
"In our opinion, even if that suggestion is accepted that for the limited purposes mentioned in the will the widow could alienate, this power would fall far short of the powers that a Hindu widow enjoys under Hindu law",5
"Under that law she has the power to alienate the estate for the benefit of the soul of the husband, for pilgrimage and for the benefit of the estate and for other authorized purposes",5
"It cannot be said that a Hindu widow can only alienate her husband's estate for payment of debts, to meet maintenance charges and for her own maintenance",5
She represents the estate in all respects and enjoys very wide power except that she cannot alienate except for necessity and her necessities have to be judged on a variety of considerations,5
We therefore hold that the estate conferred on Ranganayaki Ammal was more like the limited estate in the English sense of the term than like a full Hindu widow's estate in spite of the directions above- mentioned,6
She had complete control over the income of the property during her lifetime,5
but she had no power to deal with the corpus of the estate,5
and it had to be kept intact for the enjoyment of the daughter,5
Though the daughter was not entitled to immediate possession of the property it was indicated with certainty that she should get the entire estate at the proper time,5
and she thus got an interest in it on the testator's death,5
She was given a present right of future enjoyment in the property,5
"According to Jarman (Jarman on Wills), the law leans in favour of vesting of estates and the property disposed of belongs to the object of the gift when the will takes effect and we think the daughter got under this will a vested interest in the testator's properties on his death",5
"It was strenuously argued by Mr. K. S. Krishnaswami Iyengar that Lakshminarayana Iyer was a Brahmin gentleman presumably versed in the sastras, living in a village in the southernmost part of the Madras State, that his idea of a restricted estate was more likely to be one analogous to a Hindu woman's estate than a life estate a,-, understood in English law wherein the estate is measured by use and not by duration, and that if this will was construed in the light of the notions of Lakshminarayana Iyer it should be held that the widow got under it a Hindu widow's estate and the daughter got under it a contingent remainder in the nature of spes and on her death there was nothing which could devolve on the plaintiff and he thus had no locus standi to question the alienations made by the widow",2
The learned counsel in support of his contention drew our attention to a number of decisions of different High Courts and contended that the words of this will should be construed in the manner as more or less similar words were construed by the courts in the wills dealt with in those decisions,2
This rule of construction by analogy is a dangerous one to follow in construing wills differently worded and executed in different surroundings,5
Vide Sasiman v. Shib Narain 491,5
A. 2 5,5
"However, out of respect for learned counsel on both sides who adopted the same method of approach we proceed to examine some of the important cases referred to by them",5
Mr. Krishnaswami Iyengar sought to derive the greatest support for his contention from the decision in Ram Bahadur v. Jager,4
Nath Prasad 3 Pat,4
L. J. 199,4
"The will there recited that if a daughter or son was born to the testator during his lifetime, such son or daughter would be the owner of all his properties but if there was no son or daughter, his niece S. would get a bequest of a lakh of rupees, and the rest of the movable and immovable properties would remain in possession of his wife until her death, and after her these would remain in possession of his niece",4
"The remainder was disposed of in the following words: - ""If on the death of my wife and my niece there be living a son and a daughter born of the womb of my said brother's daughter, then two-thirds of the movable property will belong to the son and one-third to the daughter",4
But as regards the immovable property none shall have the lest right of alienation,4
They will of course be entitled to enjoy the balance left after payment of rent,4
This will was construed as conveying an absolute estate to the son and the daughter of the niece,4
It was remarked that in spite of an,4
"express restriction against alienation, the estate taken by S. (the niece) was an estate such as a woman ordinarily acquires by inheritance under the Hindu law which she holds in a completely representative character but is unable to alienate except in case of legal necessity and that such a construction was in accordance with the ordinary notions that a Hindu has in regard to devolution of his property",4
The provisions contained in this will bear no analogy to those we have to construe,5
"The restraint against alienation was repugnant to both a life estate and a widow',-, estate and was not, therefore, taken into account",5
But there were other indications in that will showing that a widow's estate had been given,5
The fact that the gift over was a contingent bequest was by itself taken as a sure indication that the preceding bequest was that of a widow's estate,5
There is no such indication in the will before us,5
Reliance was next placed on the decision in Pavani Subbamma v. Ammala Rama Naidu (1937,4
1 M.L.J. 268,4
1936 Indlaw MAD 236,4
"Under the will there dealt with, the widow S, was to enjoy the properties and after her lifetime the properties were to be taken in the ratio of three to five by the son's daughter and the daughter's son respectively",4
"A suit was instituted by the son's daughter for the recovery of possession of her share in one item of property forming, part of the estate which had been sold by S",4
The question for decision in that case was whether S. was at all entitled to sell anything more than her life interest even for purposes of meeting a necessity binding upon the estate,4
"Varadachari J. held that since in the will the gift over to the grand-children was of the entire Properties, and not a mere gift by way of defeasance, it had to be held that it indicated that the prior gift in favour of the widow was only of a limited interest",4
"This decision therefore goes against the contention of the learned counsel but he placed reliance on the observations made in the judgment when the learned Judge proceeded to say: ""In deference to the view taken in Maharaja of Kolhapur v. sundaram Iyer (1925) I.L.R. 48 Mad",5
"1, it may be possible to create an interest analogous to a woman's estate in Hindu law notwithstanding the addition of a gift over and that the estate taken by S. need not necessarily be only a life estate in the English law sense of the term",5
We do not understand how such passing observations can be helpful in deciding the present case,5
"Assuming that it is possible to create a Hindu woman's estate not with standing the addition of a gift over, the question nevertheless whether that had been done in a given case must depend on the terms of the particular instrument under consideration",5
"The following remarks in the Privy Council decision in Nathu, Ram Mahajan v. Gangayabai (1938",4
"2 M.L.J. 562 were next cited:-- ""As the will gave her the right to 'enjoy' the income of the estate during her lifetime, it was evidently contemplated that she should, as provided by -the Hindu law in the case of a widow, be in possession of the estate",4
Such casual observation made in respect of a will couched in entirely different terms cannot afford much assistance in the decision of the case,5
In Vasantharao Ammannamma v. Venkata Kodanda Rao Pantalu 1939,4
Indlaw MAD 621 (1940,4
"M.L.J. 188, the next case cited, a Hindu testator who was a retired subordinate judge provided by his will as follows: ""Out, of the aforestated ancestral lands, the oneninth share to which I am entitled shall be enjoyed after my death by my wife till her death, and after her death it shall pass to S. son of my second elder brother deceased",4
My self-acquired properties shall on my death be enjoyed by my wife till her death and after her death they shall pass to my daughter,4
Thereafter they shall pass to my grandson through my daughter,4
"The will was construed as giving the self-acquired properties ultimately to the grandsons, and the estate of the daughter was likened to an estate which she would take- under the law of inheritance, that is a limited estate analogous to a widow's estate",4
"At page 193 of the report it was observed as follows: ""The question therefore arises, did he intend to confer only a life estate or a daughter's estate",4
It seems to us that he meant to give a daughter's estate rather than a life estate,4
He omits the words 'during her life' with reference to the disposition in favour of the daughter,4
"The words 'pass to my daughter' would rather indicate that in the ordinary course of devolution the estate should pass to her, that is, the daughter and then to the grandsons",4
"The words used in favour of the grandsons seem to indicate that the estate conferred on the daughter was not a life estate because there is no direct gift in favour of the grandsons, but on the other hand, what he says is that through his daughter the estate shall pass to his grandsons",4
"Either he must have intended that the daughter should convey the property either by will or inter vivos to the grandsons or she having taken the estate, through her it should pass to the grandsons in the ordinary course of devolution",4
"If it was the daughter's estate that was intended to be conferred, there can be no question that the estate taken by the grandsons is not a vested interest",4
This line of reasoning which appealed to the learned judges is not of much he]-) to us here as the language hi this will is quite different,5
"If the same line of reasoning is adopted here, the decision of the case would go against the client of Mr. K. S. K. Iyengar because in the will in this case the widow's estate is delimited by the words ""till your lifetime",5
Reliance was next placed on Maharaja of Kolhapur v. sundaram Iyer (1925) I.L.R. 48 Mad,4
That was a case of a government grant on the special terms set out therein and the question arose as to the nature of the grant,4
"There it was said that: ""the widows of Sivaji Raja got the gift of a life estate very much resembling the ordinary estate of a Hindu widow and with all the incidents of a widow's estate except the liability to be divested, but nevertheless a life estate rather than an estate of inheritance",4
These remarks do not throw much light on the point before us,5
"The last decision referred to was the decision of the Privy Council in Mahomed Shumsool v. Shewukram 1874 Indlaw PC 12 (1874-75) 2 I.A. 7 There a Hindu inhabitant of Bihar by a document of a testamentary character declared his daughter who had two daughters, as his heir, and after her two daughters together with their children were declared heirs and malik",4
"One daughter of the daughter predeceased the testator without issue and the other daughter died after the death of the testator leaving an only son, the respondent in that case",4
"In a suit by the respondent against his grandmother the daughter of the 'testator for a declaratory order preserving unmolested his future right and title to the said lands, it was held that the daughter took an estate subject to her daughters succeeding her",4
"In this judgment the following observations were emphasized as relevant to this enquiry:- ""It has been contended that these latter expressions qualify the generality of the former expressions, and that the will, taken as a whole, must be construed as intimating the intention of the testator that Mst",4
"Rani Dhun Kaur should not take an absolute estate, but that she should be succeeded in her estate by her two daughters",4
"In other words, that she should take an estate very much like the ordinary estate of a Hindu widow",4
In construing the will of a Hindu it is not improper to take into consideration what are known to be the ordinary notions and wishes of Hindus with respect to the devolution of property,4
"It may be assumed that a Hindu generally desires that an estate, especially an ancestral estate, shall be retained in his family; and it may be assumed that a Hindu knows that, as a general rule, at all events, women do not take absolute estates of inheritance which they are enabled to alienate",4
These observations are unexceptionable but it may also be pointed out that it is open to a Hindu to confer a limited life estate on his widow or even a larger estate than a widow takes as an heir and that in every case he may not confer upon her by will a Hindu widow's estate which she would otherwise get by inheritance,5
"Generally speaking, there will be no point in making a will if what is to be given to a widow is what she would get on intestacy and cases do arise where a Hindu wishes to give to his widow a more restricted estate than she would get on intestacy or a much larger estate than that",5
The question in every case cannot be determined merely on the theory that every Hindu thinks only about a Hindu widow's estate and no more,5
What is given must be gathered from the language of the will in the light of the surrounding circumstances,5
The learned counsel for the respondent followed the line adopted by Mr. Krishnaswami Iyengar,2
He also on the analogy of other wills and the decisions given on their terms wanted a decision on the construction of this will in his favour,2
"In the first instance, he placed reliance on a decision of the Madras High Court in Ratna Chetty v. Narayana swami Chetty (19I4",4
26 M.L.J. 616,4
"There the testator made a will in favour of his wife providing, inter alia",4
"all my properties shall after my death be in possession of my wife herself and she herself should be heir to everything and Mutha Arunachala Chetty (nephew) and my wife, should live together amicably as of one family",4
"If the two could not agree and live together amicably, my wife would pay Rs",4
"4,000 and separate him",4
and then my wife would enjoy all the remaining properties with absolute rights,4
"If both of them would live together amicably, Muthu Arunachala Chetty himself would enjoy the properties which remain after the death of the widow",4
"It was held upon the construction of the will that the nephew, who lived amicably with the widow till his death, had a vested interest at testator's death which could not be defeated by a testamentary disposition by the widow in favour of a stranger",4
This decision only decides that case and is not very relevant in this enquiry,5
Reference was also made to the decision of their Lordships of the Privy Council in Mst,4
Bhagwati Devi v. Chowdry Bholonath Thakur (1874-75) 2 I.A 256,4
This was a case of a gift inter vivos,4
The gift to Mst,4
"Chunderbutti, his wife, was in these terms: ""the remaining 'milkiut' and 'minhai ' 'estates, together with the amount of ready money, articles, slaves, and all household furniture I have placed in the possession of Mst",4
"Chunderbutti Thakurain, my wife, to be enjoyed during her lifetime, in order that she may hold possession of all the properties and milkiut possessed by me, the declarant, during her lifetime, and by the payment of Government revenue, appropriate the profits derived therefrom, but that she should not by any means transfer the milkiut estates and the slaves; that after the death of my aforesaid wife the milkiut and household furniture shall devolve on Girdhari Thakur, my karta (adopted son",4
The subordinate judge held that Chunderbutti got an estate for life with the power to appropriate profits and Girdhari got a vested remainder on her death,4
The High Court took a different view and held that Chunderbutti took the estate in her character as a Hindu widow,4
"The Privy Council on this will held as follows: ""Their Lordships do not feel justified, upon mere conjecture of what might probably have been intended, in so interpreting it as materially to change the nature of the estate taken by Chunderbutti",4
"If she took the estate only of a Hindu widow, one consequence, no doubt, would be that she would be unable to alienate the profits, or that at all events, whatever she purchased out of them would be an increment to her husband's estate, and the plaintiffs would be entitled to recover possession of all such property, real and personal",4
"But, on the other hand, she would have certain rights as a Hindu widow; for example, she would have the right under certain circumstances, if the estate were insufficient to defray the funeral expenses or her maintenance, to alienate it altogether",4
"She certainly would have the power of selling her own estate; and it would further follow that Girdhari would not be possessed in any sense of a vested remainder, but merely of a contingent one",4
"It would also follow that she would completely represent the estate, and under certain circumstances the statute of limitations might run against the heirs to the estate, whoever they might be",4
Their Lordships see no sufficient reason for importing into this document words which would carry with them all these consequences and they agree with the subordinate judge in construing it according to its plain meaning,4
These observations have to a certain extent relevance to the present case but on the facts this case is also distinguishable,5
This will was couched in different language than the will in the present case,5
"There was a clear prohibition, forbidding the widow to make any transfers of the milkiuit estates and the slaves",5
Reference was also made to a decision of the Bombay High Court in Lallu v. Jagmohan (1898) I.L.R,4
22 Bom,4
The will there ran as follows,4
"When I die, my wife named Suraj' is owner of that property",4
"And my wife has powers to do in the same way as I have absolute powers to do when I am present, and in case of my wife's death, my daughter Mahalaxmi is owner of the said property after that",4
"It was held that Suraj took only a life estate under the will, with remainder over to Mahalaxmi after her death and the bequest to Mahalaxmi was not contingent on her surviving Suraj, but that she took a vested remainder which upon her death passed to her heirs",4
"After considering the rival contentions of the parties, we are of the opinion that no sufficient grounds have been made out for disturbing the unanimous opinion of the two courts below on the construction of this will",6
Both the learned counsel eventually conceded that the language used in the will was consistent with the testator's intention of conferring a life estate in the English sense as well as with the intention of conferring a Hindu widow's estate,5
"It was, however, urged by Mr. Rajah Iyer that as no express or implied power of alienation for purposes of all legal necessities was conferred on the widow, that circumstance negatived the view that the testator intended to confer upon his widow a Hindu widow's estate as she would get in case of intestacy",2
"He also emphasized that the words of the gift over to the daughter as supporting his construction which was further reinforced by the words of the will limiting the widow's estate "" till your lifetime "" and of the omission from therein of words such as nialik etc., while describing the widow's estate",2
"Mr. Krisbnaswami lyengar, on the other hand, contended that the absence of any words in the will restricting her powers of alienation and putting a restraint on them, suggested a contrary intention and that the daughter's estate was described as coming into being after the estate of the widow and was not conferred on her simultaneously with the widow, and this connoted according to the notions of Hindus a full Hindu widow's estate",2
"In our judgment, there is force in the contention of Mr. Rajah Iyer for reasons already stated and in the result, therefore, we dismiss this appeal with costs",6
Appeal dismissed,6
This is an appeal on a certificate u/art,0
133(1) of theConstitution from a judgment and decree passed by the Appellate Bench of the High Court of Calcutta,0
modifying on appeal the judgment and decree passed by Mr. Justice Bose on the original side of that court,0
One Dwarka Nath Ghose was the owner of considerable moveable and immoveable properties,0
"On the 10th June, 1891, he made and published his last will and testament whereby he dedicated to this family idol",0
"Shree Shree Iswar Sridhar Jew his two immoveable properties, to wit",0
premises,0
No. 41 and No. 40/1,0
Grey Street in the city of Calcutta,0
He appointed his two sons Rajendra and Jogendra executors of Ms will and provided that his second wife Golap Sundari and the two sons Rajendra and jogendra should perform the seva of the deity and on their death their heirs and successors would be entitled to perform the seva,0
"Dwarka Nath died on the 16th March, 1892, leaving him surviving his widow Golap Sundari and his two sons Rajendra and Jogendra",0
"On the 19th July, 1899, Rajendra made and published his last will and, testament whereby he confirmed the dedication made by Dwarka Nath with regard to premises Nos",0
41 and 40/1 Grey Street and appointed his brother Jogendra the sole executor thereof,0
"He died on the 31st January,1900, and Jogendra obtained on the 24th April, 1900",0
probate of his said will,0
"Probate of the will of Dwarka Nath was also obtained by jogendra on the 31st August, 1909",0
"On the 4th September 1909, Bhupendra, Jnanendra. and Nagendra, then a minor, the three sons of Rajendra filed a suit, being Suit No",0
"969 of 1909,on",0
"the original side of the High Court at Calcutta against Jogendra, Golap Sundari and Padma Dassi, the widow of Sidheswar, another son of Rajendra, for the construction of the wills of Dwarka Nath and Rajendra, for partition and other reliefs",0
The idol was not made a party to this suit,0
"The said suit was compromised and on the 24th November, 1910, a consent decree was passed, whereby jogendra and Golap Sundari gave up their rights to the sevayatship and Bhupendra, Jnanendra and Nagendra became the sevaits of the idol, a portion of the premises",0
No,6
41 Grey Street was ;allotted to the branch of Rajendra and the remaining portion was allotted to jogendra absolutely and in consideration of a sum of Rs,0
"6,500 to be paid to the plaintiffs, jogendra was declared entitled absolutely to the premises",0
No. 40/1,0
Grey Street,5
The portions allotted to Jogendra were subsequently numbered 40/2-A Grey Street and the portion of the premises,0
41 Grey Street allotted to the branch of Rajendra was subsequently numbered 41-A Grey Street,0
"Jogendra died on the 5th August, 1911, leaving a will whereby he appointed his widow Sushilabala the executrix thereof",0
"She obtained probate of the will on the 6th August, 1912",0
"Disputes arose between Bhupendra, jnanendra and Nagendra, the sons of Rajendra, and one Kedar Nath Ghosh was appointed arbitrator to settle those disputes",0
"The arbitrator made his award dated the 12th October, 1920, whereby he allotted premises No. 41-A Grey Street, exclusively to Nagendra as his share of the family properties",0
Nagendra thereafter executed several mortgages of the said premises,0
"The first mortgage was created by him in favour of Snehalata Dutt on the 19th May, 1926",0
"The second mortgage was executed on the 4th June, 1926, and the third mortgage on the 22nd February, 1927",0
"On the 23rd February, 1927, Nagendra executed a deed of settlement of the said premises by which he appointed his wife Labanyalata and his wife's brother Samarendra Nath Mitter trustees to carry out the directions therein contained and in pursuance of the deed of settlement he gave up possession of the said premises in favour of the trustees",0
"Snehalata Dutt filed in the year 1929 a suit, being Suit No. 1042 of 1929, against Nagendra, the trustees under the said deed of settlement and the puisne mortgagees, for realisation of the mortgage security",0
"A consent decree was passed in the said suit on the 9th September, 1929",0
"Nagendra died in June, 1931, and the said premises were ultimately put up for sale in execution of the mortgage decree and were purchased on the 9th December, 1936, by Hari Charan Dutt",0
Hari Pada,0
Dutt and Durga Charan Dutt for a sum of Rs,0
"19,000",0
"A petition made by the purchasers on the 12th January, 1937, for setting aside the sale was rejected by the court on the 15th March, 1937",0
"Haripada Dutt died on the 3rd June, 1941, leaving him surviving his three sons, Pashupati Nath Dutt, Shambhunath Dutt and Kashinath Dutt, the appellants before us",0
"Haricharan Dutt conveyed Ms one third share in the premises to them on the 4th March,1944, and Durga Charan Dutt conveyed his one-third share to them on the 3rd May, 1946",0
"They thus became entitled to the whole of the premises which had been purchased at the auction sale held on the 9th December, 1936",0
"On the 19th July, 1948, the family idol of Dwarka Nath, Sree Sree Iswar Sridhar Jew, by its next friend Debabrata Ghosh, the son of Nagendra, filed the suit, out of which the present appeal arises, against the appellants as, also against Susilabala and the two sons of Jogendra by her, amongst others, for a declaration that the premises Nos",0
41-A and 40/2-A,0
"Grey Street, were its absolute properties and for possession thereof, for a declaration that the consent decree dated the 24th November, 1910, in Suit No",0
"969 of 1909 and the award dated the 12th October, 1920, and the dealings made by the heirs of jogendra",0
"and/or Rajendra relating to the said premises or any of them purporting to affect its rights in the said premises were invalid and inoperative in law and not binding on it, for an account of the dealings with the said premises, for a scheme of management of the debutter properties and for its worship, for discovery, receiver, injunction and costs",0
Written statements were filed by the appellants and by Susilabala and the two sons of Jogendra denying the claims of the idol and contending inter alia that there was no valid or absolute dedication of the suit properties I to the idol and that the said premises had been respectively acquired by them by adverse possession and that the title of the idol thereto had been extinguished,0
The said suit was heard by Mr. Justice Bose who declared the premises,1
No. 41-A,6
Grey Street to be the absolute property of the idol and made the other declarations in favour of the idol as prayed for,1
"The idol was declared entitled to possession of the said premises with mesne profits for three years prior to the institution of the suit till delivery of possession, but was ordered to pay as a condition for recovery of possession of the said premises a sum of Rs",1
"19,000 to the appellants with interest thereon at the rate of 6 per cent",1
"per annum from the 19th July, 1945, till payment or till the said sum was deposited in court to the credit of the suit",1
The learned judge however dismissed the suit of the idol in regard to the premises,1
No. 40/2-A,1
"Grey Street as, in his opinion, Sushilabala as executrix to her husband's estate and her two sons had acquired title to the said premises by adverse possession and the title of the idol thereto had been extinguished",1
"The appellants filed on the 18th August, 1950, an appeal against this judgment being Appeal No. 118 of 1950",0
"The idol filed on the 20th November, 1950, cross-objections against the decree for Rs",0
"19,000 and interest thereon as also the dismissal of the suit in regard to the premises",0
"The appeal, and the cross-objections came on for hearing before Harries C. J. and S. N. Banerjee J., who delivered judgment on the 5th March, 1951, dismissing the said appeal and allowing the cross-objection in regard to Rs",1
"19,000 filed by the idol against the appellants",1
In regard however to the cross-objection relating to premises,1
Grey Street which was directed against Sushilabala and the two sons of jogendra the learned judges held that the cross-objection against the co-respondents was not maintainable and dismissed the same with costs,1
"The appellants filed on the 31st May, 1951, an application for leave to prefer an appeal to this court against the said judgment and decree of the High Court at Calcutta",0
A certificate u/art,0
"133(1) of theConstitution was granted on the 4th June, 1951, and the High Court admitted the appeal finally on the 6th August, 1951",0
"On the 22nd November, 1951, the idol applied to the High Court for leave to file cross-objections against that part of the judgment and decree of the High Court,which dismissed its claims with regard to the premises No.40/2-A Grey Street",0
The High Court rejected the said application stating that there was no rule allowing cross-objections in the Supreme Court,1
The said cross-objections were however printed as additional record,1
"By an order made by this court on the 24th May, 1953, the petition of the idol for filing cross-objections in this court was allowed to be treated as a petition for special leave to appeal against that part of the decree which was against it, subject to any question as to limitation",0
The appeal as also the petition for special leave to appeal mentioned above came on for hearing and final disposal before us,0
The appeal was argued but so far as the petition for special leave to appeal was concerned the parties came to an agreement whereby the idol asked for leave to withdraw the petition on certain terms recorded between the parties,0
"The petition for special leave was therefore allowed to be withdrawn and no objection now survives in regard to the decree passed by the trial court dismissing the idol's claim to the premises, No. 40/2-A",0
The appeal is concerned only with the premises,5
"It was contended on behalf of the appellants that the, dedication of the premises",2
NO,2
"41 Grey Street made by Dwarka Nath under the terms of his will was a. partial dedication, and that his sons Rajendra and jogendra and his widow Golap Sundari, who were appointed sevayats of the idol were competent to deal with premises",2
No. 41,5
"Grey Street after making the due provision for the idol as they purported to do by the terms of settlement, dated the 24th November, 1910",2
"It was further contended that Nagendra, by virtue of the award dated the 12th October, 1920, claimed to be absolutely entitled to the premises",2
Grey Street and that his possession of the said premises thereafter became adverse which adverse possession continued for upwards of 12 years extinguishing the right of the idol to the said premises,2
The first contention of the appellants is clearly untenable on the very language of the will of Dwarka Nath,5
Cl,5
"3 of the said will provided ""With a view to provide a permanent habitation for the said deity, I do by means of this will, dedicate the aforesaid immovable property the said house",5
No. 41 Grey Street together with land thereunder to the said Sri Sri Issur Sridhar Jew,5
"With a view to provide for the expenses of his daily (and) periodical Sheba and festivals, etc",5
The 3 1/2 Cattahs (three and half Cattahs) of rent free land more or less that I have on that very,5
Grey Street No. 40/1,5
his also I dedicate to the Sheba of the said Sri Sri Sridhar Jew Salagram Sila Thakur,5
